x,y,time,xaccel,yaccel
0.0, 0.0, 0.026000003814697266, 0.0, -0.6100000143051147
0.025627604884177188, 0.025627604884177188, 0.020999908447265625, 0.2199999988079071, -0.8299999833106995
0.1416203454532087, 0.1416203454532087, 0.023999929428100586, 3.450000047683716, 3.200000047683716
0.3112558373531987, 0.3112558373531987, 0.02700018882751465, 2.990000009536743, -1.9199999570846558
0.5242263452256823, 0.5242263452256823, 0.026000022888183594, 5.079999923706055, -2.3299999237060547
0.8597604929067144, 0.8597604929067144, 0.025999784469604492, 1.0199999809265137, 5.179999828338623
1.2729832692705856, 1.2729832692705856, 0.03000020980834961, 5.139999866485596, -3.940000057220459
1.7731694790605994, 1.7731694790605994, 0.0279998779296875, 1.8300000429153442, 0.4300000071525574
2.3747261282357717, 2.3747261282357717, 0.0279998779296875, 2.2300000190734863, -1.190000057220459
3.012588217730991, 3.012588217730991, 0.031999826431274414, 0.5099999904632568, -0.8799999952316284
3.7832896261273654, 3.7832896261273654, 0.029999971389770508, 1.7999999523162842, -0.18000000715255737
4.544683714413914, 4.544683714413914, 0.029000043869018555, 0.7099999785423279, 0.03999999910593033
5.31379435853056, 5.31379435853056, 0.029000043869018555, -0.49000000953674316, -1.1100000143051147
6.097658269943745, 6.097658269943745, 0.03299999237060547, 2.7200000286102295, -0.6700000166893005
7.07015721558071, 7.07015721558071, 0.03299999237060547, 0.3100000023841858, -0.949999988079071
8.066655029594132, 8.066655029594132, 0.023000001907348633, -2.609999895095825, 2.4000000953674316
8.7802744030379, 8.7802744030379, 0.0280001163482666, 2.369999885559082, -2.700000047683716
9.665142159573573, 9.665142159573573, 0.0279998779296875, -3.009999990463257, 0.9599999785423279
10.57578722089259, 10.57578722089259, 0.04200005531311035, 0.17000000178813934, -0.9599999785423279
11.996305480818219, 11.996305480818219, 0.02499985694885254, 0.6000000238418579, -1.440000057220459
12.847853679312147, 12.847853679312147, 0.026000022888183594, 1.4299999475479126, -0.7599999904632568
13.748724589665882, 13.748724589665882, 0.029999971389770508, -1.2999999523162842, -2.5999999046325684
14.76018047473813, 14.76018047473813, 0.0279998779296875, 0.47999998927116394, -4.400000095367432
15.73785091186391, 15.73785091186391, 0.023999929428100586, 1.9500000476837158, 3.2899999618530273
16.60177134737432, 16.60177134737432, 0.0279998779296875, -1.0199999809265137, 1.590000033378601
17.584408814588873, 17.584408814588873, 0.03099989891052246, 0.9599999785423279, -3.700000047683716
18.64766514628815, 18.64766514628815, 0.02500009536743164, 0.7799999713897705, 0.5400000214576721
19.511070645289397, 19.511070645289397, 0.026999950408935547, -0.6899999976158142, 2.690000057220459
20.4740201264258, 20.4740201264258, 0.026999950408935547, 0.9100000262260437, -3.390000104904175
21.415129308440086, 21.415129308440086, 0.0280001163482666, 0.07999999821186066, 0.5400000214576721
22.43391760926079, 22.43391760926079, 0.029999971389770508, -0.9700000286102295, 2.859999895095825
